gender,description,link_color,profileimage,sidebar_color,text,cln_desc,cln_text,saved_image
male,"Riot Games Esports Associate Manager. Sport fanatic (e- or otherwise), aspiring chef, diehard gamer, Duke fan and Philadelphian-turned-Californian.",0084B4,https://pbs.twimg.com/profile_images/3323359661/bb4638ef2c4df3c16fc4dddaad5b7940_normal.jpeg,C0DEED,@RittleTalon @verizon depends on how many new devices you added/changed; most of my weird costs were w upgrading phone and new ipad.,riot games esports associate manager sport fanatic e or otherwise) aspiring chef diehard gamer duke fan and philadelphian-turned-californian.,@rittletalon verizon depends on how many new devices you added/changed most of my weird costs were w upgrading phone and new ipad.,./pro_img/bb4638ef2c4df3c16fc4dddaad5b7940_normal.jpeg
female,"mom, wife, generally awesome",0084B4,https://pbs.twimg.com/profile_images/463042829296488448/LF4Kho9Y_normal.jpeg,C0DEED,"Jones' Motto: Friends come and go, but enemies accumulate.",mom wife generally awesome,jones motto friends come and go but enemies accumulate.,./pro_img/LF4Kho9Y_normal.jpeg
male,"I write, do interviews, co-host podcasts, plot, and sing horribly. There are people who appreciate some of those things..",1E285E,https://pbs.twimg.com/profile_images/461335299943985152/RTUOtpK2_normal.png,FFFFFF,"There will be a new Bit Of A Chat tonight. And some nifty guests are coming up. Oh, and I launched a Patreon: https://t.co/QilttJBVTW",i write do interviews co-host podcasts plot and sing horribly there are people who appreciate some of those things..,there will be a new bit of a chat tonight and some nifty guests are coming up oh and i launched a patreon https://t.co/qilttjbvtw,./pro_img/RTUOtpK2_normal.png
male,check out my work at http://t.co/dYiMS5sdnU,0084B4,https://pbs.twimg.com/profile_images/2581010415/qdxip9dd5xz36y7g4bfg_normal.jpeg,C0DEED,"Sunday photo shoot with @shainafishman and nataliemhayes @ New York, New York https://t.co/a6R4rp8PJA",check out my work at http://t.co/dyims5sdnu,sunday photo shoot with shainafishman and nataliemhayes new york new york https://t.co/a6r4rp8pja,./pro_img/qdxip9dd5xz36y7g4bfg_normal.jpeg
male,MUST READ: Inspirational Love Story of Khadija (RA). Will make you cry! http://t.co/HqSqG1fYXW,0084B4,https://pbs.twimg.com/profile_images/597497746359242752/a8k-JWcH_normal.jpg,C0DEED,@Shaaf232Ahmed @rhinoagung For Muslim Husbands: An inspirational and emotional read!! https://t.co/5vfOrQo1sJ,must read inspirational love story of khadija ra) will make you cry http://t.co/hqsqg1fyxw,@shaaf232ahmed rhinoagung for muslim husbands an inspirational and emotional read! https://t.co/5vforqo1sj,./pro_img/a8k-JWcH_normal.jpg
female,"#social media #bigdata #marketing #seo
Please be free to connect me on my Linkedin:https://t.co/VA8Jkx6LbQ",0084B4,https://pbs.twimg.com/profile_images/647214561263767552/OxiFI5gk_normal.jpg,C0DEED,Running together for customer engagement: Apple Watch and Nike + https://t.co/WGuZhCtvze,#social media bigdata marketing seo please be free to connect me on my linkedin:https://t.co/va8jkx6lbq,running together for customer engagement apple watch and nike https://t.co/wguzhctvze,./pro_img/OxiFI5gk_normal.jpg
male,Owner @MAConsultancy1 @WelshBiz @WelshBizEvents @TVO_SocialMedia @CardiffBizTweet @UKBizTweet @RetweetBizUK & more. + Head of #Business Dev. @WalesNo1BizShow,0084B4,https://pbs.twimg.com/profile_images/488671203880886272/pHvt7O-I_normal.jpeg,C0DEED,"Swansea City pub talk: Gylfi SigurdssonÛªs back, tunnel bust-up and why Swans must drive forward after comical week https://t.co/PWyQMGP1se",owner maconsultancy1 welshbiz welshbizevents tvo_socialmedia cardiffbiztweet ukbiztweet retweetbizuk more head of business dev walesno1bizshow,swansea city pub talk gylfi sigurdssonûªs back tunnel bust-up and why swans must drive forward after comical week https://t.co/pwyqmgp1se,./pro_img/pHvt7O-I_normal.jpeg
male,"#SocialMedia and #Marketing business owner/speaker seeking to educate, inform and entertain you. From #JCMO in #Missouri. #HootAmb Let's talk!",3B3B3B,https://pbs.twimg.com/profile_images/507621634186809344/Z9jRBBps_normal.jpeg,FFFFFF,@kennewville Nice. Apparently @AmerenMissouri responded to my tweets and email with a phone call to the bride. I guess I am in trouble now.,#socialmedia and marketing business owner/speaker seeking to educate inform and entertain you from jcmo in missouri hootamb let's talk!,@kennewville nice apparently amerenmissouri responded to my tweets and email with a phone call to the bride i guess i am in trouble now.,./pro_img/Z9jRBBps_normal.jpeg
female,Corporate securities attorney interested in helping client's business ideas become reality. NCFA Canada advisor & ECFA member as an equity crowdfunding booster.,0084B4,https://pbs.twimg.com/profile_images/1558232672/IMG_1075_normal.jpg,FFFFFF,Listening to @darrenmarble and @ronstartengine tell the @eliomotors Reg A+ testing the water story @ #gccb2015 https://t.co/J7hkUdMFxZ,corporate securities attorney interested in helping client's business ideas become reality ncfa canada advisor ecfa member as an equity crowdfunding booster.,listening to darrenmarble and ronstartengine tell the eliomotors reg a testing the water story gccb2015 https://t.co/j7hkudmfxz,./pro_img/IMG_1075_normal.jpg
male,"CEO of @TheAudmanMedia Lover of hoops #ClassicHipHop & #Leadership. Digital story teller, voice of @NBLCANADA & host of @GetDWTK heard on @maximumfmhiphop",FF0000,https://pbs.twimg.com/profile_images/634546546969825280/t81rgFhR_normal.jpg,FFFFFF,Dark Horse ditches Queen St. for 401 Richmond: Those who work and play in 401 Richmond will soon get one more ... https://t.co/pjiTvIiY3Y,ceo of theaudmanmedia lover of hoops classichiphop leadership digital story teller voice of nblcanada host of getdwtk heard on maximumfmhiphop,dark horse ditches queen st for 401 richmond those who work and play in 401 richmond will soon get one more . https://t.co/pjitviiy3y,./pro_img/t81rgFhR_normal.jpg
male,"Propietario @Aldea_Ecorural  esta formada por 3 casas #rurales #ecolÌ_gicas, tÌ_picas del Alt Maestrat, destinadas al #turismo #EcolÌ_gico en #Castellon.",4A913C,https://pbs.twimg.com/profile_images/642239888323035137/Hcxw0-eO_normal.jpg,FFFFFF,Number crunching for the past day - 2 new followers and 3 unfollowers. Stats via https://t.co/zT5Qh5Fru5,propietario aldea_ecorural esta formada por 3 casas rurales ecolì_gicas tì_picas del alt maestrat destinadas al turismo ecolì_gico en castellon.,number crunching for the past day 2 new followers and 3 unfollowers stats via https://t.co/zt5qh5fru5,./pro_img/Hcxw0-eO_normal.jpg
female,"A photography enthusiast with a love for books, ducklings, Bertie Wooster, woolly hats, and walks in the English countryside.",3B94D9,https://pbs.twimg.com/profile_images/560711587904778240/INyOPUef_normal.jpeg,FFFFFF,I had plans for a productive evening but I currently have a cat and a kitten snoozing on my lap. So.,a photography enthusiast with a love for books ducklings bertie wooster woolly hats and walks in the english countryside.,i had plans for a productive evening but i currently have a cat and a kitten snoozing on my lap so.,./pro_img/INyOPUef_normal.jpeg
female,Love to compose music Ï_ Fitness freak Ï_ Surfer Ï_ Passionate about Network Marketing Ï_ Hair Stylist,0084B4,https://pbs.twimg.com/profile_images/629901314579783680/8xi-Hit7_normal.jpg,C0DEED,Two #premieres and performances worlds apart https://t.co/PdkgMwyLWz,love to compose music ï_ fitness freak ï_ surfer ï_ passionate about network marketing ï_ hair stylist,two premieres and performances worlds apart https://t.co/pdkgmwylwz,./pro_img/8xi-Hit7_normal.jpg
male,"I think I might be crazy. But I'm pretty sure it's the good kind of crazy.

Science, geekery, game industry, superheroes, general nonsense.

You've been warned.",0084B4,https://pbs.twimg.com/profile_images/180545539/Eye_Scapes_-_14_normal.jpg,C0DEED,"@lomadia Hannah, I've mostly given up on people.
There are more varieties of stupid and crazy than I can keep track of...",i think i might be crazy but i'm pretty sure it's the good kind of crazy science geekery game industry superheroes general nonsense you've been warned.,@lomadia hannah i've mostly given up on people there are more varieties of stupid and crazy than i can keep track of...,./pro_img/Eye_Scapes_-_14_normal.jpg
male,"Old skool been going since 70,s 
Like RnB .rap and soul . 
Want our arsenal back",0084B4,https://pbs.twimg.com/profile_images/516874770370277376/IjRbvLCK_normal.jpeg,C0DEED,@Jingles78 Shame every football fan what ever leaque stood together about ticket prices and games like this but it's a I'm alright Jack 1/2,"old skool been going since 70,s like rnb rap and soul want our arsenal back",@jingles78 shame every football fan what ever leaque stood together about ticket prices and games like this but it's a i'm alright jack 1/2,./pro_img/IjRbvLCK_normal.jpeg
male,#Marketing #Agency #Consultancy @WelshBiz @LondonBizUK @SouthWestBiz @MidlandsBizUK @NorthernBizUK @UKBizTweet #Twitter #Marketing #Sales #SEO #SocialMedia #B2B,FF0015,https://pbs.twimg.com/profile_images/482995541748768768/fUcP70v0_normal.jpeg,FFFFFF,"Swansea City pub talk: Gylfi SigurdssonÛªs back, tunnel bust-up and why Swans must drive forward after comical week https://t.co/9nMfU7Q90g",#marketing agency consultancy welshbiz londonbizuk southwestbiz midlandsbizuk northernbizuk ukbiztweet twitter marketing sales seo socialmedia b2b,swansea city pub talk gylfi sigurdssonûªs back tunnel bust-up and why swans must drive forward after comical week https://t.co/9nmfu7q90g,./pro_img/fUcP70v0_normal.jpeg
male,Specialist Functional Soccer Trainer/Educator/Mentor,0084B4,https://pbs.twimg.com/profile_images/378800000693867539/2e577ead48ebbc6e6ed5cce63714af79_normal.jpeg,C0DEED,"@FootballFitFed bi and unilateral dev is crucial. Too much lateral and injuries will pile up. Plus must work on deceleration, avoid injury!",specialist functional soccer trainer/educator/mentor,@footballfitfed bi and unilateral dev is crucial too much lateral and injuries will pile up plus must work on deceleration avoid injury!,./pro_img/2e577ead48ebbc6e6ed5cce63714af79_normal.jpeg
female,"If you do nothing, nothing will happen",0084B4,https://pbs.twimg.com/profile_images/378800000343577412/17e7c0fcd42b16d3cca6825f7bef6c97_normal.jpeg,C0DEED,"@hertslife shall we talk about half term, and Halloween?",if you do nothing nothing will happen,@hertslife shall we talk about half term and halloween?,./pro_img/17e7c0fcd42b16d3cca6825f7bef6c97_normal.jpeg
male,"Follow me for Recording Engineering ~ Music Production ~ Music Publishing tips. I'm Always Leaning More, Doing More, and Creating More for Myself and Others.",0084B4,https://pbs.twimg.com/profile_images/651162243527081988/kF_yvrB6_normal.jpg,FFFFFF,Want too know The State Of Music Earnings and How To Get Your Money? https://t.co/6lBxozBisr https://t.co/JlVRWqtJ6c,follow me for recording engineering music production music publishing tips i'm always leaning more doing more and creating more for myself and others.,want too know the state of music earnings and how to get your money https://t.co/6lbxozbisr https://t.co/jlvrwqtj6c,./pro_img/kF_yvrB6_normal.jpg
female,Shopping. Writing. Watching television. Usually simultaneously.,1F98C7,https://pbs.twimg.com/profile_images/2428456249/96_normal.jpg,C6E2EE,Live clip of petite tranny Aline Fontinelly playfully stripping off her clothes and buffinÛ_ https://t.co/8A15QINMfQ https://t.co/UeCCyFsFCu,shopping writing watching television usually simultaneously.,live clip of petite tranny aline fontinelly playfully stripping off her clothes and buffinû_ https://t.co/8a15qinmfq https://t.co/ueccyfsfcu,./pro_img/96_normal.jpg
male,Certified Broadcast Meteorologist for @11AliveNews Atlanta's NBC affiliate.  Atlanta native and lifelong Georgia resident. Husband and Dad!,0084B4,https://pbs.twimg.com/profile_images/431222592733605889/SWpJf-DV_normal.jpeg,C0DEED,"I'm doing a live weather ""chat"" on my facebook page between 4:30 and 4:45.  Have any weather questions? Join me! https://t.co/nI64OpLjpL",certified broadcast meteorologist for 11alivenews atlanta's nbc affiliate atlanta native and lifelong georgia resident husband and dad!,i'm doing a live weather chat on my facebook page between 4:30 and 4:45 have any weather questions join me https://t.co/ni64opljpl,./pro_img/SWpJf-DV_normal.jpeg
female,"Just because you can't learn everything there is to learn, doesn't mean you shouldn't try.",2FC2EF,https://pbs.twimg.com/profile_images/1872228260/IMG_3235_normal.JPG,181A1E,All the Reasons You Should Be Drinking Apple Brandy and Applejack https://t.co/hDhEoT2unC 'Coz it's 'murrican. [@Liquor.com],just because you can't learn everything there is to learn doesn't mean you shouldn't try.,all the reasons you should be drinking apple brandy and applejack https://t.co/hdheot2unc coz it's murrican @liquor.com],./pro_img/IMG_3235_normal.JPG
male,Opinionated with a twisted sense of humor. Can be NSFW at times.,0099B9,https://pbs.twimg.com/profile_images/445251013117624320/ekZU_r_f_normal.jpeg,5ED4DC,#AfterIDropped I rolled and the flames went out.,opinionated with a twisted sense of humor can be nsfw at times.,#afteridropped i rolled and the flames went out.,./pro_img/ekZU_r_f_normal.jpeg
male,"Go after your dream, no matter how unattainable others think it is.
	You have to dream before your dreams can come true.",0084B4,https://pbs.twimg.com/profile_images/534034629779390464/EM_TyQ5G_normal.jpeg,C0DEED,"Our thoughts are our loneliness, it's on our  situation and surroundings. People who believe in there thoughts are the real hero.",go after your dream no matter how unattainable others think it is you have to dream before your dreams can come true.,our thoughts are our loneliness it's on our situation and surroundings people who believe in there thoughts are the real hero.,./pro_img/EM_TyQ5G_normal.jpeg
male,"Head Chef, Chez Bruce. Loves Cars and Bicycles. 90% Food!",0099B9,https://pbs.twimg.com/profile_images/378800000633720648/34bb229b4b51a80a2e0f3d57a193c67d_normal.jpeg,5ED4DC,"Game faggot and venison loin, crisp spelt and quince https://t.co/yvslN17siI",head chef chez bruce loves cars and bicycles 90 food!,game faggot and venison loin crisp spelt and quince https://t.co/yvsln17sii,./pro_img/34bb229b4b51a80a2e0f3d57a193c67d_normal.jpeg
female,(Û¢í»Ñ)=/íµêàíÀíÀ/ÛªíÀíÀ íÀ íÀ íÀ íÀ Industrial Engineer... Model... lee mi blog y ve a donde me llevan mis pasos y Follow @KocoSnack ( Y mira mis braguitas :P ),121211,https://pbs.twimg.com/profile_images/452208169964429312/ehq_a3Vn_normal.jpeg,EA03FF,My new friend is So cute and tiny!!! #tinybaby #cuteboy _Ù÷_ #cda https://t.co/15b5NiHhxE,(û¢í»ñ)=/íµêàíàíà/ûªíàíà íà íà íà íà industrial engineer.. model.. lee mi blog y ve a donde me llevan mis pasos y follow kocosnack y mira mis braguitas p ,my new friend is so cute and tiny!! tinybaby cuteboy _ù÷_ cda https://t.co/15b5nihhxe,./pro_img/ehq_a3Vn_normal.jpeg
male,"Software person, accidental adult, t-shirted pretty soldier of social justice, career queer girl fanboy. #1 Tiger Millionaire mark.",990000,https://pbs.twimg.com/profile_images/655112449503313920/so6JLTqb_normal.jpg,DFDFDF,"@ZakMcc ""My inability to see/feel what you see/feel in this game you love and I hate is a problem with your taste and not my imagination""",software person accidental adult t-shirted pretty soldier of social justice career queer girl fanboy 1 tiger millionaire mark.,"@zakmcc my inability to see/feel what you see/feel in this game you love and i hate is a problem with your taste and not my imagination""",./pro_img/so6JLTqb_normal.jpg
female,"I'm the head Article writer, blogger and tweeter. Our Website features Listings for landlords! Easy search for renters. Landlord n Renter info.",0C4219,https://pbs.twimg.com/profile_images/1488115921/pink_living_normal.png,210B21,Orange and BrownåÊBathrooms https://t.co/4hIrGKLmSy https://t.co/SesjggExK5,i'm the head article writer blogger and tweeter our website features listings for landlords easy search for renters landlord n renter info.,orange and brownåêbathrooms https://t.co/4hirgklmsy https://t.co/sesjggexk5,./pro_img/pink_living_normal.png
male,"all about #Bollywood #Tamil #Telugu south Indian movies news

http://t.co/pPN1gDtlIb",0084B4,https://abs.twimg.com/sticky/default_profile_images/default_profile_5_normal.png,C0DEED,Luncheon: Virat With Anushka And Her Family https://t.co/vijsNhQXei,all about bollywood tamil telugu south indian movies news http://t.co/ppn1gdtlib,luncheon virat with anushka and her family https://t.co/vijsnhqxei,./pro_img/default_profile_5_normal.png
female,Artisan willow sculptor,0084B4,https://pbs.twimg.com/profile_images/3780172707/883c5d4ff5799b0fdc086cc2ce9b96e4_normal.jpeg,FFFFFF,"Lovely place to sit and work @Derbyshirecc  Middleton Top cycle trail, #thejoyofself-employment https://t.co/qUGlT06tTO",artisan willow sculptor,lovely place to sit and work derbyshirecc middleton top cycle trail thejoyofself-employment https://t.co/quglt06tto,./pro_img/883c5d4ff5799b0fdc086cc2ce9b96e4_normal.jpeg
male,"@crossfitpickitup
http://t.co/bllTUYIyyW 
http://t.co/Uh06FUVMEL",0084B4,https://pbs.twimg.com/profile_images/1111053201/30141_571602946792_84107924_32861495_7803274_n_normal.jpg,C0DEED,I barely do this #dsd stuff but I logged on and had two items sold for a total profit of $105. I would say the $20/mo is worth it!,@crossfitpickitup http://t.co/blltuyiyyw http://t.co/uh06fuvmel,i barely do this dsd stuff but i logged on and had two items sold for a total profit of 105 i would say the 20/mo is worth it!,./pro_img/30141_571602946792_84107924_32861495_7803274_n_normal.jpg
male,"Space exploration will be the wave of the future, We will be in need of resources",0084B4,https://pbs.twimg.com/profile_images/493523631662583808/BPUAy3Su_normal.jpeg,C0DEED,"@iveyjanette_207 @trueblacknews @SophiaLamar1 Stop Celebrating pagan rituals, I still ask nothing for myself, read and know what God say's!",space exploration will be the wave of the future we will be in need of resources,@iveyjanette_207 trueblacknews sophialamar1 stop celebrating pagan rituals i still ask nothing for myself read and know what god say's!,./pro_img/BPUAy3Su_normal.jpeg
male,Soffro molto la #Sudditudine.,0099B9,https://pbs.twimg.com/profile_images/3361414555/3bab8aff97f9d3598faf116deba86ada_normal.jpeg,FFFFFF,#CloudComputing Microsoft Expects Growth from Mobile Apps and Cloud Computing - Top Tech News https://t.co/IA7IGYQKPJ,soffro molto la sudditudine.,#cloudcomputing microsoft expects growth from mobile apps and cloud computing top tech news https://t.co/ia7igyqkpj,./pro_img/3bab8aff97f9d3598faf116deba86ada_normal.jpeg
male,Aspiring ''KING'',0084B4,https://pbs.twimg.com/profile_images/588264658836029440/CJe80e0G_normal.jpg,C0DEED,God bless and everyone else,aspiring 'king'',god bless and everyone else,./pro_img/CJe80e0G_normal.jpg
female,They call me cheeky miss Jayjay for a reason! Love living and no time for sleep xx,333333,https://pbs.twimg.com/profile_images/2807240689/e0f590c2b73bb5a3e99c0727f9bfd96f_normal.png,C0DEED,"EXCLUSIVE: Scott Disick Gets a Visit in Rehab From Kris Jenner and His Kids, But Not Kourtney Kardashian: Scot... https://t.co/11CRnaza3t",they call me cheeky miss jayjay for a reason love living and no time for sleep xx,exclusive scott disick gets a visit in rehab from kris jenner and his kids but not kourtney kardashian scot.. https://t.co/11crnaza3t,./pro_img/e0f590c2b73bb5a3e99c0727f9bfd96f_normal.png
male,"Proud of who I am, Tegan and Sara fan, City and Colour loving, loyal kind of man :]",0099CC,https://pbs.twimg.com/profile_images/3502230756/4dd98939ac78e463f2f949118a9219ca_normal.jpeg,FFF8AD,Thanks JoÌ©l Cruz for being so awesome and getting me a pure leaf!,proud of who i am tegan and sara fan city and colour loving loyal kind of man ],thanks joì©l cruz for being so awesome and getting me a pure leaf!,./pro_img/4dd98939ac78e463f2f949118a9219ca_normal.jpeg
female,a hug,0084B4,https://pbs.twimg.com/profile_images/3322858148/195f17b555c57a3ca538807ef84994f1_normal.jpeg,C0DEED,"EXCLUSIVE: Scott Disick Gets a Visit in Rehab From Kris Jenner and His Kids, But Not Kourtney Kardashian: Scott Disick is reunited wi...",a hug,exclusive scott disick gets a visit in rehab from kris jenner and his kids but not kourtney kardashian scott disick is reunited wi...,./pro_img/195f17b555c57a3ca538807ef84994f1_normal.jpeg
female,"Baker, runner, cyclist, teacher",0084B4,https://pbs.twimg.com/profile_images/567112961399853056/55IJfux7_normal.jpeg,C0DEED,@runnersworld My super amazing husband cycles to various points to cheer me on. And I always have a killer playlist. #ChatRW,baker runner cyclist teacher,@runnersworld my super amazing husband cycles to various points to cheer me on and i always have a killer playlist chatrw,./pro_img/55IJfux7_normal.jpeg
female,"If you love what you do, you'll never work a day in your life!",009AB9,https://pbs.twimg.com/profile_images/1348419528/Untitled-1Smaller_normal.jpg,5ED4DC,@AFIFEST thats great but what if im not able to sit next to my computer and hit refresh throughout the day every day?,if you love what you do you'll never work a day in your life!,@afifest thats great but what if im not able to sit next to my computer and hit refresh throughout the day every day?,./pro_img/Untitled-1Smaller_normal.jpg
male,Independent candidate for Wokingham GE2015. It's 29 years since Redwood let banksters cream your kids future earnings. Lets get it back AND clear the debt.,93A644,https://pbs.twimg.com/profile_images/644583497479397376/9qrpeQ44_normal.jpg,EEEEEE,"@249542e279d24cf @daily_politics @BBCPolitics The see through it, too stupid and lazy  to stop it though https://t.co/sXYKHH1oy4",independent candidate for wokingham ge2015 it's 29 years since redwood let banksters cream your kids future earnings lets get it back and clear the debt.,@249542e279d24cf daily_politics bbcpolitics the see through it too stupid and lazy to stop it though https://t.co/sxykhh1oy4,./pro_img/9qrpeQ44_normal.jpg
male,I'm the cartoonist behind the webcomic Precocious - who is set on conquering the world one self-effacing joke at a time!,B40016,https://pbs.twimg.com/profile_images/542738726116265985/qWjg5cZM_normal.png,BDDCAD,"And that means extra, usually soul-crushing, work from creators/fans to be proactive and keep things from going to hell.",i'm the cartoonist behind the webcomic precocious who is set on conquering the world one self-effacing joke at a time!,and that means extra usually soul-crushing work from creators/fans to be proactive and keep things from going to hell.,./pro_img/qWjg5cZM_normal.png
female,"Veronica, Super BFF and shoe hoarder.",ED3A1C,https://pbs.twimg.com/profile_images/1809009954/vtweet_normal.jpg,F51182,"Build a Transforming Workbench, Desk, and Storage Unit https://t.co/no92jmpYFj",veronica super bff and shoe hoarder.,build a transforming workbench desk and storage unit https://t.co/no92jmpyfj,./pro_img/vtweet_normal.jpg
female,"Just an average girl trying to live an above average life...People change people, and change effects people, but its how we deal with the change that effects us",FF0000,https://pbs.twimg.com/profile_images/624808379660283904/-S5IO5H__normal.jpg,65B0DA,"@CollinsKey People change people, and change effects people, but its how we deal with the change that effects us",just an average girl trying to live an above average life...people change people and change effects people but its how we deal with the change that effects us,@collinskey people change people and change effects people but its how we deal with the change that effects us,./pro_img/-S5IO5H__normal.jpg
male,"music,sports,photografy,travel,shopping,internet",0084B4,https://pbs.twimg.com/profile_images/650602149089529856/1s9M9WhX_normal.jpg,C0DEED,Mahogany Dining Table and Chairs Traditional 7 Piece  North Carolina Furniture - Bid Now! Only $750.0 https://t.co/IZWk7hkqCC,"music,sports,photografy,travel,shopping,internet",mahogany dining table and chairs traditional 7 piece north carolina furniture bid now only 750.0 https://t.co/izwk7hkqcc,./pro_img/1s9M9WhX_normal.jpg
male,"I'm a husband to Leah and father to Gabby, Claire and Caleb. I'm also the founder of CityLife Church in Philadelphia.",0084B4,https://pbs.twimg.com/profile_images/1727506514/Brad_DC_normal.jpg,A8C7F7,Picked up Gabs at school and took her with me for a hospital visit. She entertained herself by takingÛ_ https://t.co/hrYrZtXvTt,i'm a husband to leah and father to gabby claire and caleb i'm also the founder of citylife church in philadelphia.,picked up gabs at school and took her with me for a hospital visit she entertained herself by takingû_ https://t.co/hryrztxvtt,./pro_img/Brad_DC_normal.jpg
male,"Partner - Financial Risk Management
Sydney, Australia",0084B4,https://pbs.twimg.com/profile_images/633552225139191809/bdy8saPe_normal.jpg,C0DEED,This edition examines data and reporting requirements as well as the cybersecurity risks; likewise the challenges thÛ_https://t.co/2Qx3aujNa1,partner financial risk management sydney australia,this edition examines data and reporting requirements as well as the cybersecurity risks likewise the challenges thû_https://t.co/2qx3aujna1,./pro_img/bdy8saPe_normal.jpg
male,PhD Candidate at Utah State University. Spending most of my time at the Smithsonian Environmental Research Center. I live my life in the phragmites marshes.,0084B4,https://pbs.twimg.com/profile_images/555122839200608257/bfBFwyU__normal.jpeg,C0DEED,Great opportunity for under represented undergrads! Share if you know any budding wetland scientists! https://t.co/QMO0EsoLOq,phd candidate at utah state university spending most of my time at the smithsonian environmental research center i live my life in the phragmites marshes.,great opportunity for under represented undergrads share if you know any budding wetland scientists https://t.co/qmo0esoloq,./pro_img/bfBFwyU__normal.jpeg
male,Entrepreneur by Heart. My passion is Investing.,0084B4,https://pbs.twimg.com/profile_images/105248587/Alex_normal.jpg,C0DEED,$VXX looking at the option chain. Monster open interest and trades $30 and up until end of year.,entrepreneur by heart my passion is investing.,$vxx looking at the option chain monster open interest and trades 30 and up until end of year.,./pro_img/Alex_normal.jpg
male,"Im a guy who have wide range of interests from music, movies, ways to earn money on the internet, computers, social medias, promoting, creat videos and music.",0084B4,https://pbs.twimg.com/profile_images/1444315407/msallme_normal.jpg,C0DEED,"EXCLUSIVE: Scott Disick Gets a Visit in Rehab From Kris Jenner and His Kids, But Not Kourtney Kardashian: Scot... https://t.co/RrrCTczxxW",im a guy who have wide range of interests from music movies ways to earn money on the internet computers social medias promoting creat videos and music.,exclusive scott disick gets a visit in rehab from kris jenner and his kids but not kourtney kardashian scot.. https://t.co/rrrctczxxw,./pro_img/msallme_normal.jpg
male,"Owner of Etscomputers http://t.co/vCcEGVEdTq Latest News on Tech, Science, Astronomy and IoT. If you follow I follow back.",0084B4,https://pbs.twimg.com/profile_images/2754837232/e285f6bd984f059083f86fe05c71f5f8_normal.jpeg,C0DEED,OmniVision Launches Video Processing Chip with Built-In Memory for #IoT and Security Applications https://t.co/Zdm63xPLpl #technology,owner of etscomputers http://t.co/vccegvedtq latest news on tech science astronomy and iot if you follow i follow back.,omnivision launches video processing chip with built-in memory for iot and security applications https://t.co/zdm63xplpl technology,./pro_img/e285f6bd984f059083f86fe05c71f5f8_normal.jpeg
female,I suck at whatever it is that we're doing here,623A80,https://pbs.twimg.com/profile_images/579355940719190016/axbQ9d4B_normal.jpg,FFFFFF,Custard and supernatural yaaahhs,i suck at whatever it is that we're doing here,custard and supernatural yaaahhs,./pro_img/axbQ9d4B_normal.jpg
male,I am the actual body and blood of Elvis Pressley. I bought all of his records & that means I am Elvis. Retweets not endorsements. #Obsessed and Proud,0084B4,https://pbs.twimg.com/profile_images/427102892814639104/zDh_bEc__normal.jpeg,C0DEED,@TheTributeAct Time to email your friends and get them to participate in this vital poll! You don't want to let that lot win do you?,i am the actual body and blood of elvis pressley i bought all of his records that means i am elvis retweets not endorsements obsessed and proud,@thetributeact time to email your friends and get them to participate in this vital poll you don't want to let that lot win do you?,./pro_img/zDh_bEc__normal.jpeg
male,Somewhere there's a planet with my name on it.,0084B4,https://pbs.twimg.com/profile_images/378800000315081831/55899faedf74d5748d1d3b779865ef9b_normal.png,C0DEED,"Build a Transforming Workbench, Desk, and Storage Unit: If you donÛªt have a lot of space, you need to make cre... https://t.co/ONWXiahydB",somewhere there's a planet with my name on it.,build a transforming workbench desk and storage unit if you donûªt have a lot of space you need to make cre.. https://t.co/onwxiahydb,./pro_img/55899faedf74d5748d1d3b779865ef9b_normal.png
male,"I make games as a hobby.
Also Art, Noise, and Wine cellars.",CC3366,https://pbs.twimg.com/profile_images/1496771974/target_normal.png,DBE9ED,Listening to @miracleofsound's songs on youtube. Got as far as GrÌÁinne Mhaol before I had to drop everything and subscribe.,i make games as a hobby also art noise and wine cellars.,listening to miracleofsound's songs on youtube got as far as grìáinne mhaol before i had to drop everything and subscribe.,./pro_img/target_normal.png
female,Retired Data Analyst,1F98C7,https://pbs.twimg.com/profile_images/378800000221008300/fcec7f3a23ea535ebed5e99cc216afa8_normal.jpeg,C6E2EE,"@davestopera @BuzzFeed If we can't eat bacon/ham, candy corn is out with the coloring, sugar and whatever else is in it.",retired data analyst,@davestopera buzzfeed if we can't eat bacon/ham candy corn is out with the coloring sugar and whatever else is in it.,./pro_img/fcec7f3a23ea535ebed5e99cc216afa8_normal.jpeg
male,"Washington Redskins fanatic, hack golfer, Criminal Defense Attorney, husband, and co-creator of my son Harrison",0084B4,https://pbs.twimg.com/profile_images/1608641385/bwfulk_normal.jpg,C0DEED,"Recycling your ""dumb"" thermostat is free and easy. Learn more from @ecobee. - https://t.co/3XWGnix2r3",washington redskins fanatic hack golfer criminal defense attorney husband and co-creator of my son harrison,recycling your dumb thermostat is free and easy learn more from ecobee https://t.co/3xwgnix2r3,./pro_img/bwfulk_normal.jpg
male,A humble porter at Holby City ED! Step-brother to nurse Robyn and engaged to a consultant,0084B4,https://pbs.twimg.com/profile_images/627596918777114625/qxLbwekI_normal.jpg,C0DEED,@_MissZoe_Hanna *kisses your head and holds hand over yours*,a humble porter at holby city ed step-brother to nurse robyn and engaged to a consultant,@_misszoe_hanna kisses your head and holds hand over yours*,./pro_img/qxLbwekI_normal.jpg
